"DATE","RES ELE FEET","","STORAGE AF","","RES CHG AF","","TOC STO AF","","ABV TOC AF","","OUTFLOW CFS","","INFLOW CFS","","EVAP CFS","","RIV REL CFS","","PPT INC INCHES","","SPILL CFS","","DC PUMP CFS","","DIS PWR CFS",""
"02/18/2008","391.75","","327,084","","1,989","","603,000","","--","","1,159","","2,180","","18","","0","","0.00","","0","","109","","1,050",""
"02/19/2008","392.18","","329,688","","2,604","","605,300","","--","","1,065","","2,388","","10","","0","","0.00","","0","","106","","959",""
"02/20/2008","392.57","","332,066","","2,378","","607,700","","--","","979","","2,188","","10","","0","","0.00","","0","","101","","878",""
"02/21/2008","392.94","","334,323","","2,257","","610,000","","--","","1,091","","2,237","","8","","0","","0.37","","0","","98","","993",""
"02/22/2008","393.41","","337,220","","2,897","","612,400","","--","","1,057","","2,518","","0","","0","","0.12","","0","","102","","955",""
"02/23/2008","394.06","","341,236","","4,016","","614,100","","--","","1,047","","3,076","","4","","0","","0.12","","0","","100","","947",""
"02/24/2008","394.89","","346,421","","5,185","","610,500","","--","","1,197","","3,811","","0","","0","","0.17","","0","","98","","1,099",""
"02/25/2008","396.40","","355,982","","9,561","","614,000","","--","","1,086","","5,917","","11","","0","","0.32","","0","","99","","987",""
"02/26/2008","397.29","","361,689","","5,707","","617,500","","--","","1,044","","3,932","","11","","0","","0.00","","0","","100","","944",""
"02/27/2008","397.73","","364,532","","2,843","","621,100","","--","","1,332","","2,782","","17","","0","","0.00","","0","","102","","1,230",""
"02/28/2008","398.33","","368,432","","3,900","","624,700","","--","","1,044","","3,025","","15","","0","","0.00","","0","","109","","935",""
"02/29/2008","398.79","","371,436","","--","","628,600","","--","","1,117","","2,651","","20","","0","","0.00","","0","","114","","1,003",""
"03/01/2008","399.30","","374,789","","3,353","","631,300","","--","","1,051","","2,770","","29","","0","","0.00","","0","","114","","937",""
"03/02/2008","399.84","","378,354","","3,565","","633,600","","--","","1,068","","2,901","","36","","0","","0.00","","0","","123","","945",""
"03/03/2008","400.26","","381,146","","2,792","","636,000","","--","","1,152","","2,585","","25","","0","","0.00","","0","","132","","1,020",""
"03/04/2008","400.61","","383,484","","2,338","","638,400","","--","","1,165","","2,364","","20","","0","","0.00","","0","","128","","1,037",""
"03/05/2008","401.05","","386,426","","2,942","","640,700","","--","","1,239","","2,742","","20","","0","","0.00","","0","","128","","1,111",""
"03/06/2008","401.34","","388,386","","1,960","","643,100","","--","","1,189","","2,204","","27","","0","","0.00","","0","","128","","1,061",""
"03/07/2008","401.62","","390,279","","1,893","","645,400","","--","","1,297","","2,274","","23","","0","","0.00","","0","","138","","1,159",""
"03/08/2008","401.93","","392,374","","2,095","","647,800","","--","","1,115","","2,192","","21","","0","","0.00","","0","","150","","965",""
"03/09/2008","402.22","","394,352","","1,978","","650,200","","--","","1,135","","2,162","","30","","0","","0.00","","0","","145","","990",""
"03/10/2008","402.53","","396,472","","2,120","","652,500","","--","","1,227","","2,328","","32","","0","","0.00","","0","","160","","1,067",""
"03/11/2008","402.78","","398,181","","1,709","","654,900","","--","","1,133","","2,020","","25","","0","","0.00","","0","","151","","982",""
"03/12/2008","402.99","","399,618","","1,437","","657,200","","--","","1,361","","2,104","","19","","0","","0.00","","0","","146","","1,215",""
"03/13/2008","403.43","","402,661","","3,043","","659,600","","--","","1,234","","2,791","","23","","0","","0.00","","0","","137","","1,097",""
"03/14/2008","404.21","","408,075","","5,414","","662,000","","--","","1,220","","3,983","","33","","0","","0.00","","0","","132","","1,088",""
"03/15/2008","404.80","","412,205","","4,130","","664,300","","--","","1,155","","3,261","","24","","0","","0.00","","0","","140","","1,015",""
"03/16/2008","405.24","","415,304","","3,099","","666,700","","--","","1,237","","2,842","","43","","0","","0.00","","0","","154","","1,083",""
"03/17/2008","405.63","","418,065","","2,761","","669,000","","--","","1,251","","2,674","","31","","0","","0.00","","0","","151","","1,100",""
"03/18/2008","405.88","","419,835","","1,770","","671,400","","--","","1,175","","2,089","","22","","0","","0.00","","0","","159","","1,016",""
"03/19/2008","406.11","","421,473","","1,638","","673,800","","--","","1,225","","2,073","","22","","0","","0.00","","0","","165","","1,060",""
"03/20/2008","406.40","","423,550","","2,077","","676,100","","--","","1,191","","2,269","","31","","0","","0.00","","0","","159","","1,032",""
"03/21/2008","406.66","","425,412","","1,862","","678,500","","--","","1,456","","2,426","","31","","0","","0.00","","0","","166","","1,290",""
"03/22/2008","407.02","","427,992","","2,580","","680,800","","--","","1,190","","2,520","","29","","0","","0.00","","0","","174","","1,016",""
"03/23/2008","407.32","","430,164","","2,172","","683,200","","--","","1,272","","2,401","","34","","0","","0.00","","0","","176","","1,096",""
"03/24/2008","407.64","","432,482","","2,318","","685,600","","--","","1,111","","2,307","","27","","0","","0.00","","0","","164","","947",""
"03/25/2008","407.98","","434,944","","2,462","","687,900","","--","","1,329","","2,597","","27","","0","","0.00","","0","","182","","1,147",""
"03/26/2008","408.41","","438,091","","3,147","","690,300","","--","","1,202","","2,823","","34","","0","","0.00","","0","","179","","1,023",""
"03/27/2008","408.82","","441,093","","3,002","","692,600","","--","","1,277","","2,825","","35","","0","","0.00","","0","","177","","1,100",""
"03/28/2008","409.28","","444,484","","3,391","","695,000","","--","","1,135","","2,875","","30","","0","","0.00","","0","","171","","964",""
"03/29/2008","409.60","","446,853","","2,369","","697,400","","--","","1,302","","2,513","","17","","0","","0.19","","0","","160","","1,142",""
"03/30/2008","409.93","","449,297","","2,444","","699,700","","--","","1,176","","2,428","","20","","0","","0.15","","0","","156","","1,020",""
"03/31/2008","410.22","","451,461","","2,164","","702,100","","--","","1,248","","2,369","","30","","0","","0.00","","0","","176","","1,072",""
"04/01/2008","410.47","","453,331","","1,870","","704,400","","--","","1,347","","2,325","","35","","0","","0.00","","0","","169","","1,178",""
"04/02/2008","410.85","","456,174","","2,843","","706,800","","--","","959","","2,422","","30","","0","","0.00","","0","","171","","788",""
"04/03/2008","411.11","","458,127","","1,953","","709,200","","--","","1,444","","2,464","","35","","0","","0.00","","0","","182","","1,262",""
"04/04/2008","411.32","","459,714","","1,587","","711,500","","--","","1,403","","2,244","","41","","0","","0.00","","0","","185","","1,218",""
"04/05/2008","411.59","","461,754","","2,040","","713,900","","--","","1,197","","2,268","","43","","0","","0.00","","0","","188","","1,009",""
"04/06/2008","411.87","","463,870","","2,116","","716,200","","--","","1,254","","2,362","","41","","0","","0.00","","0","","196","","1,058",""
"04/07/2008","412.12","","465,768","","1,898","","718,600","","--","","1,337","","2,330","","36","","0","","0.00","","0","","190","","1,147",""
"04/08/2008","412.41","","467,981","","2,213","","721,000","","--","","1,384","","2,528","","28","","0","","0.00","","0","","187","","1,197",""
"04/09/2008","412.63","","469,660","","1,679","","723,300","","--","","1,273","","2,155","","36","","0","","0.00","","0","","190","","1,083",""
"04/10/2008","412.77","","470,728","","1,068","","725,700","","--","","1,419","","2,003","","46","","0","","0.00","","0","","203","","1,216",""
"04/11/2008","413.08","","473,099","","2,371","","728,000","","--","","1,265","","2,501","","41","","0","","0.00","","0","","209","","1,056",""
"04/12/2008","413.45","","475,950","","2,851","","730,400","","--","","1,295","","2,786","","54","","0","","0.00","","0","","229","","1,066",""
"04/13/2008","413.94","","479,726","","3,776","","732,800","","--","","1,375","","3,336","","57","","0","","0.00","","0","","237","","1,138",""
"04/14/2008","414.47","","483,845","","4,119","","735,100","","--","","1,744","","3,871","","50","","0","","0.00","","0","","212","","1,532",""
"04/15/2008","414.93","","487,423","","3,578","","737,500","","--","","1,425","","3,276","","47","","0","","0.00","","0","","203","","1,222",""
"04/16/2008","415.34","","490,638","","3,215","","739,800","","--","","1,522","","3,191","","48","","0","","0.00","","0","","213","","1,309",""
"04/17/2008","415.73","","493,701","","3,063","","742,200","","--","","1,482","","3,074","","48","","0","","0.00","","0","","223","","1,259",""
"04/18/2008","416.15","","497,011","","3,310","","744,600","","--","","1,485","","3,210","","56","","0","","0.00","","0","","236","","1,249",""
"04/19/2008","416.63","","500,817","","3,806","","746,900","","--","","1,429","","3,399","","51","","0","","0.00","","0","","227","","1,202",""
"04/20/2008","416.97","","503,513","","2,696","","749,300","","--","","1,477","","2,892","","56","","0","","0.00","","0","","223","","1,254",""
"04/21/2008","417.32","","506,312","","2,799","","751,600","","--","","1,432","","2,891","","48","","0","","0.00","","0","","232","","1,200",""
"04/22/2008","417.71","","509,434","","3,122","","757,300","","--","","1,354","","2,974","","46","","0","","0.00","","0","","208","","1,146",""
"04/23/2008","418.14","","512,886","","3,452","","762,900","","--","","1,300","","3,075","","35","","0","","0.01","","0","","189","","1,111",""
"04/24/2008","418.50","","515,795","","2,909","","768,500","","--","","1,207","","2,726","","52","","0","","0.05","","0","","198","","1,009",""
"04/25/2008","418.81","","518,299","","2,504","","774,200","","--","","1,283","","2,597","","52","","0","","0.00","","0","","237","","1,046",""
"04/26/2008","419.04","","520,160","","1,861","","779,800","","--","","1,487","","2,482","","57","","0","","0.00","","0","","246","","1,241",""
"04/27/2008","419.40","","523,095","","2,935","","785,500","","--","","1,299","","2,839","","60","","0","","0.00","","0","","250","","1,049",""
"04/28/2008","419.99","","527,905","","4,810","","791,100","","--","","1,306","","3,806","","75","","0","","0.00","","0","","249","","1,057",""
"04/29/2008","420.55","","532,514","","4,609","","796,700","","--","","1,500","","3,891","","67","","0","","0.00","","0","","227","","1,273",""
"04/30/2008","421.07","","536,798","","4,284","","802,400","","--","","1,428","","3,646","","58","","0","","0.00","","0","","230","","1,198",""
"05/01/2008","421.43","","539,788","","2,990","","808,000","","--","","1,351","","2,917","","59","","0","","0.00","","0","","236","","1,115",""
"05/02/2008","421.78","","542,695","","2,907","","813,600","","--","","1,373","","2,903","","64","","0","","0.00","","0","","243","","1,130",""
"05/03/2008","422.15","","545,779","","3,084","","819,300","","--","","1,319","","2,916","","42","","0","","0.00","","0","","240","","1,079",""
"05/04/2008","422.60","","549,551","","3,772","","824,900","","--","","1,236","","3,194","","56","","0","","0.00","","0","","245","","991",""
"05/05/2008","422.86","","551,730","","2,179","","830,500","","--","","1,287","","2,442","","56","","0","","0.00","","0","","253","","1,034",""
"05/06/2008","423.39","","556,201","","4,471","","836,200","","--","","1,346","","3,660","","60","","0","","0.00","","0","","235","","1,111",""
"05/07/2008","423.97","","561,106","","4,905","","841,800","","--","","1,636","","4,169","","60","","0","","0.00","","0","","237","","1,399",""
"05/08/2008","424.62","","566,650","","5,544","","847,400","","--","","973","","3,831","","63","","0","","0.00","","0","","240","","733",""
"05/09/2008","425.01","","569,979","","3,329","","853,100","","--","","1,357","","3,095","","60","","0","","0.00","","0","","251","","1,106",""
"05/10/2008","425.45","","573,766","","3,787","","858,700","","--","","1,235","","3,207","","63","","0","","0.00","","0","","259","","976",""
"05/11/2008","425.88","","577,467","","3,701","","864,300","","--","","1,450","","3,380","","64","","0","","0.00","","0","","259","","1,191",""
"05/12/2008","426.34","","581,451","","3,984","","870,000","","--","","1,321","","3,394","","64","","0","","0.00","","0","","253","","1,068",""
"05/13/2008","426.75","","585,009","","3,558","","875,600","","--","","1,302","","3,180","","84","","0","","0.00","","0","","257","","1,045",""
"05/14/2008","427.15","","588,492","","3,483","","881,200","","--","","1,300","","3,146","","90","","0","","0.00","","0","","272","","1,028",""
"05/15/2008","427.47","","591,292","","2,800","","886,900","","--","","1,786","","3,274","","76","","0","","0.00","","0","","274","","1,512",""
"05/16/2008","428.17","","597,430","","6,138","","892,500","","--","","1,324","","4,522","","103","","0","","0.00","","0","","284","","1,040",""
"05/17/2008","428.79","","602,901","","5,471","","898,100","","--","","1,273","","4,125","","94","","0","","0.00","","0","","284","","989",""
"05/18/2008","429.42","","608,490","","5,589","","903,800","","--","","1,499","","4,370","","53","","0","","0.00","","0","","296","","1,203",""
"05/19/2008","429.90","","612,760","","4,270","","909,400","","--","","1,331","","3,484","","0","","0","","0.00","","0","","291","","1,040",""
"05/20/2008","430.33","","616,609","","3,849","","915,000","","--","","1,271","","3,290","","78","","0","","0.00","","0","","276","","995",""
"05/21/2008","430.47","","617,864","","1,255","","920,700","","--","","1,954","","2,680","","93","","0","","0.00","","0","","258","","1,696",""
"05/22/2008","430.60","","619,030","","1,166","","926,300","","--","","1,657","","2,344","","99","","0","","0.00","","0","","263","","1,394",""
"05/23/2008","430.64","","619,388","","358","","931,900","","--","","1,650","","1,896","","66","","0","","0.00","","0","","278","","1,372",""
"05/24/2008","430.67","","619,657","","269","","937,600","","--","","1,816","","1,964","","12","","0","","0.05","","0","","244","","1,572",""
"05/25/2008","430.73","","620,195","","538","","943,200","","--","","1,999","","2,324","","54","","0","","0.00","","0","","238","","1,761",""
"05/26/2008","430.74","","620,285","","90","","948,800","","--","","1,768","","1,873","","60","","0","","0.00","","0","","253","","1,515",""
"05/27/2008","430.78","","620,643","","358","","954,500","","--","","1,758","","1,992","","54","","0","","0.18","","0","","262","","1,496",""
"05/28/2008","430.65","","619,478","","-1,165","","960,100","","--","","2,055","","1,531","","63","","0","","0.00","","0","","254","","1,801",""
"05/29/2008","430.64","","619,388","","-90","","965,700","","--","","2,037","","2,055","","63","","0","","0.00","","0","","261","","1,776",""
"05/30/2008","430.49","","618,043","","-1,345","","971,400","","--","","2,405","","1,796","","69","","0","","0.00","","0","","270","","2,135",""
"05/31/2008","430.38","","617,057","","-986","","977,000","","--","","2,499","","2,068","","66","","0","","0.00","","0","","271","","2,228",""
"06/01/2008","430.16","","615,085","","-1,972","","977,000","","--","","2,661","","1,736","","69","","0","","0.00","","0","","272","","2,389",""
"06/02/2008","429.92","","612,938","","-2,147","","977,000","","--","","2,655","","1,644","","71","","0","","0.00","","0","","277","","2,378",""
"06/03/2008","429.75","","611,426","","-1,512","","977,000","","--","","2,510","","1,825","","77","","0","","0.00","","0","","269","","2,241",""
"06/04/2008","429.55","","609,647","","-1,779","","977,000","","--","","2,372","","1,552","","77","","0","","0.00","","0","","269","","2,103",""
"06/05/2008","429.40","","608,312","","-1,335","","977,000","","--","","2,372","","1,788","","89","","0","","0.00","","0","","269","","2,103",""
"06/06/2008","429.12","","605,822","","-2,490","","977,000","","--","","2,563","","1,397","","89","","0","","0.00","","0","","273","","2,290",""
"06/07/2008","428.91","","603,960","","-1,862","","977,000","","--","","2,417","","1,564","","86","","0","","0.00","","0","","281","","2,136",""
"06/08/2008","428.71","","602,195","","-1,765","","977,000","","--","","2,372","","1,565","","83","","0","","0.00","","0","","288","","2,084",""
"06/09/2008","428.40","","599,460","","-2,735","","977,000","","--","","2,856","","1,571","","94","","0","","0.00","","0","","294","","2,562",""
"06/10/2008","427.90","","595,055","","-4,405","","977,000","","--","","3,822","","1,692","","91","","0","","0.00","","0","","286","","3,536",""
"06/11/2008","427.10","","588,054","","-7,001","","977,000","","--","","4,973","","1,557","","114","","0","","0.00","","0","","283","","4,690",""
"06/12/2008","426.36","","581,624","","-6,430","","977,000","","--","","4,750","","1,607","","99","","0","","0.00","","0","","295","","4,455",""
"06/13/2008","425.66","","575,574","","-6,050","","977,000","","--","","4,254","","1,290","","86","","0","","0.00","","0","","302","","3,952",""
"06/14/2008","424.88","","568,869","","-6,705","","977,000","","--","","4,715","","1,430","","95","","0","","0.00","","0","","301","","4,414",""
"06/15/2008","424.08","","562,043","","-6,826","","977,000","","--","","4,637","","1,270","","74","","0","","0.00","","0","","292","","4,345",""
"06/16/2008","423.27","","555,186","","-6,857","","977,000","","--","","4,688","","1,319","","88","","0","","0.00","","0","","295","","4,393",""
"06/17/2008","422.45","","548,293","","-6,893","","977,000","","--","","4,549","","1,153","","79","","0","","0.00","","0","","287","","4,262",""
"06/18/2008","421.58","","541,034","","-7,259","","977,000","","--","","4,497","","918","","81","","0","","0.00","","0","","304","","4,193",""
"06/19/2008","420.72","","533,913","","-7,121","","977,000","","--","","4,789","","1,282","","83","","0","","0.00","","0","","293","","4,496",""
"06/20/2008","419.90","","527,172","","-6,741","","977,000","","--","","4,413","","1,105","","91","","0","","0.00","","0","","296","","4,117",""
"06/21/2008","419.10","","520,649","","-6,523","","977,000","","--","","4,433","","1,245","","101","","0","","0.00","","0","","308","","4,125",""
"06/22/2008","418.29","","514,098","","-6,551","","977,000","","--","","4,557","","1,360","","106","","0","","0.00","","0","","303","","4,254",""
"06/23/2008","417.48","","507,593","","-6,505","","977,000","","--","","4,351","","1,155","","84","","0","","0.00","","0","","301","","4,050",""
"06/24/2008","416.87","","502,720","","-4,873","","977,000","","--","","3,710","","1,317","","64","","0","","0.00","","0","","296","","3,414",""
"06/25/2008","416.06","","496,298","","-6,422","","977,000","","--","","4,034","","841","","45","","0","","0.00","","0","","285","","3,749",""
"06/26/2008","415.42","","491,267","","-5,031","","977,000","","--","","3,608","","1,146","","74","","0","","0.00","","0","","283","","3,325",""
"06/27/2008","414.93","","487,423","","-3,844","","977,000","","--","","3,236","","1,335","","37","","0","","0.00","","0","","298","","2,938",""
"06/28/2008","414.35","","482,911","","-4,512","","977,000","","--","","3,571","","1,359","","63","","0","","0.00","","0","","287","","3,284",""
"06/29/2008","413.75","","478,262","","-4,649","","977,000","","--","","3,454","","1,178","","68","","0","","0.00","","0","","286","","3,168",""
"06/30/2008","413.04","","472,791","","-5,471","","977,000","","--","","3,624","","933","","67","","0","","0.00","","0","","289","","3,335",""
"07/01/2008","412.42","","468,057","","-4,734","","977,000","","--","","3,402","","1,087","","72","","0","","0.00","","0","","286","","3,116",""
"07/02/2008","411.81","","463,416","","-4,641","","977,000","","--","","3,353","","1,077","","64","","0","","0.00","","0","","280","","3,073",""
"07/03/2008","411.22","","458,958","","-4,458","","977,000","","--","","3,376","","1,199","","71","","0","","0.00","","0","","293","","3,083",""
"07/04/2008","410.57","","454,079","","-4,879","","977,000","","--","","3,538","","1,141","","63","","0","","0.00","","0","","289","","3,249",""
"07/05/2008","409.96","","449,519","","-4,560","","977,000","","--","","3,400","","1,161","","60","","0","","0.00","","0","","289","","3,111",""
"07/06/2008","409.41","","445,447","","-4,072","","977,000","","--","","3,387","","1,391","","57","","0","","0.00","","0","","292","","3,095",""
"07/07/2008","408.77","","440,727","","-4,720","","977,000","","--","","3,536","","1,218","","62","","0","","0.00","","0","","307","","3,229",""
"07/08/2008","408.18","","436,407","","-4,320","","977,000","","--","","3,343","","1,239","","74","","0","","0.00","","0","","310","","3,033",""
"07/09/2008","407.57","","431,975","","-4,432","","977,000","","--","","3,360","","1,199","","73","","0","","0.00","","0","","296","","3,064",""
"07/10/2008","406.97","","427,632","","-4,343","","977,000","","--","","3,536","","1,404","","58","","0","","0.00","","0","","309","","3,227",""
"07/11/2008","406.40","","423,550","","-4,082","","977,000","","--","","3,145","","1,150","","63","","0","","0.00","","0","","299","","2,846",""
"07/12/2008","405.74","","418,844","","-4,706","","977,000","","--","","3,612","","1,287","","48","","0","","0.00","","0","","295","","3,317",""
"07/13/2008","405.12","","414,455","","-4,389","","977,000","","--","","3,467","","1,304","","50","","0","","0.00","","0","","297","","3,170",""
"07/14/2008","404.51","","410,175","","-4,280","","977,000","","--","","3,493","","1,396","","61","","0","","0.00","","0","","298","","3,195",""
"07/15/2008","403.87","","405,706","","-4,469","","977,000","","--","","3,382","","1,202","","73","","0","","0.00","","0","","293","","3,089",""
"07/16/2008","403.26","","401,485","","-4,221","","977,000","","--","","3,513","","1,441","","56","","0","","0.00","","0","","276","","3,237",""
"07/17/2008","402.58","","396,814","","-4,671","","977,000","","--","","3,593","","1,296","","58","","0","","0.00","","0","","301","","3,292",""
"07/18/2008","401.93","","392,374","","-4,440","","977,000","","--","","3,422","","1,251","","67","","0","","0.00","","0","","297","","3,125",""
"07/19/2008","401.28","","387,981","","-4,393","","977,000","","--","","3,481","","1,321","","55","","0","","0.00","","0","","297","","3,184",""
"07/20/2008","400.61","","383,484","","-4,497","","977,000","","--","","3,545","","1,339","","61","","0","","0.00","","0","","298","","3,247",""
"07/21/2008","399.85","","378,420","","-5,064","","977,000","","--","","3,424","","927","","56","","0","","0.00","","0","","290","","3,134",""
"07/22/2008","399.28","","374,657","","-3,763","","977,000","","--","","3,163","","1,315","","49","","0","","0.00","","0","","290","","2,873",""
"07/23/2008","398.87","","371,959","","-2,698","","977,000","","--","","2,707","","1,396","","49","","0","","0.00","","0","","288","","2,419",""
"07/24/2008","398.31","","368,301","","-3,658","","977,000","","--","","2,606","","821","","59","","0","","0.00","","0","","287","","2,319",""
"07/25/2008","397.86","","365,372","","-2,929","","977,000","","--","","2,649","","1,231","","59","","0","","0.00","","0","","293","","2,356",""
"07/26/2008","397.45","","362,723","","-2,649","","977,000","","--","","2,607","","1,330","","59","","0","","0.00","","0","","297","","2,310",""
"07/27/2008","397.16","","360,850","","-1,873","","977,000","","--","","2,658","","1,779","","65","","0","","0.00","","0","","298","","2,360",""
"07/28/2008","396.38","","355,854","","-4,996","","--","","--","","2,649","","184","","54","","0","","0.00","","0","","297","","2,352",""
"07/29/2008","395.84","","352,415","","-3,439","","--","","--","","2,791","","1,110","","53","","0","","0.00","","0","","289","","2,502",""
"07/30/2008","395.50","","350,267","","-2,148","","977,000","","--","","2,557","","1,531","","57","","0","","0.00","","0","","276","","2,281",""
"07/31/2008","395.20","","348,372","","-1,895","","--","","--","","2,610","","1,714","","59","","0","","0.00","","0","","302","","2,308",""
"08/01/2008","394.95","","346,796","","-1,576","","977,000","","--","","2,279","","1,545","","61","","0","","0.00","","0","","293","","1,986",""
"08/02/2008","394.60","","344,609","","-2,187","","977,000","","--","","2,409","","1,361","","55","","0","","0.00","","0","","295","","2,114",""
"08/03/2008","394.40","","343,360","","-1,249","","977,000","","--","","2,246","","1,677","","61","","0","","0.00","","0","","299","","1,947",""
"08/04/2008","394.11","","341,548","","-1,812","","977,000","","--","","2,508","","1,652","","58","","0","","0.00","","0","","299","","2,209",""
"08/05/2008","393.73","","339,195","","-2,353","","977,000","","--","","2,425","","1,293","","54","","0","","0.00","","0","","298","","2,127",""
"08/06/2008","393.24","","336,170","","-3,025","","977,000","","--","","2,459","","988","","54","","0","","0.00","","0","","282","","2,177",""
"08/07/2008","392.87","","333,896","","-2,274","","--","","--","","2,225","","1,136","","57","","0","","0.00","","0","","302","","1,923",""
"08/08/2008","392.50","","331,640","","-2,256","","--","","--","","2,296","","1,210","","51","","0","","0.00","","0","","300","","1,996",""
"08/09/2008","392.25","","330,115","","-1,525","","--","","--","","2,099","","1,381","","51","","0","","0.00","","0","","291","","1,808",""
"08/10/2008","391.97","","328,409","","-1,706","","977,000","","--","","2,323","","1,510","","47","","0","","0.00","","0","","289","","2,034",""
"08/11/2008","391.78","","327,264","","-1,145","","977,000","","--","","2,166","","1,645","","56","","0","","0.00","","0","","282","","1,884",""
"08/12/2008","391.44","","325,215","","-2,049","","977,000","","--","","2,240","","1,255","","48","","0","","0.00","","0","","301","","1,939",""
"08/13/2008","391.29","","324,312","","-903","","977,000","","--","","2,029","","1,626","","52","","0","","0.00","","0","","310","","1,719",""
"08/14/2008","391.18","","323,649","","-663","","977,000","","--","","1,918","","1,636","","52","","0","","0.00","","0","","286","","1,632",""
"08/15/2008","390.92","","322,088","","-1,561","","977,000","","--","","2,044","","1,315","","58","","0","","0.00","","0","","313","","1,731",""
"08/16/2008","390.76","","321,136","","-952","","977,000","","--","","1,863","","1,443","","60","","0","","0.00","","0","","306","","1,557",""
"08/17/2008","390.46","","319,350","","-1,786","","977,000","","--","","1,953","","1,112","","59","","0","","0.00","","0","","295","","1,658",""
"08/18/2008","390.18","","317,684","","-1,666","","977,000","","--","","1,808","","1,019","","51","","0","","0.00","","0","","295","","1,513",""
"08/19/2008","389.88","","315,908","","-1,776","","977,000","","--","","1,900","","1,046","","41","","0","","0.00","","0","","272","","1,628",""
"08/20/2008","389.69","","314,791","","-1,117","","977,000","","--","","1,842","","1,318","","39","","0","","0.00","","0","","282","","1,560",""
"08/21/2008","389.58","","314,144","","-647","","977,000","","--","","1,890","","1,605","","41","","0","","0.00","","0","","274","","1,616",""
"08/22/2008","389.41","","313,144","","-1,000","","977,000","","--","","1,894","","1,437","","47","","0","","0.00","","0","","301","","1,593",""
"08/23/2008","389.23","","312,086","","-1,058","","977,000","","--","","1,924","","1,436","","45","","0","","0.00","","0","","297","","1,627",""
"08/24/2008","389.04","","310,969","","-1,117","","977,000","","--","","1,821","","1,305","","47","","0","","0.00","","0","","292","","1,529",""
"08/25/2008","388.81","","309,631","","-1,338","","977,000","","--","","1,826","","1,197","","46","","0","","0.00","","0","","299","","1,527",""
"08/26/2008","388.52","","307,948","","-1,683","","977,000","","--","","1,997","","1,210","","62","","0","","0.00","","0","","274","","1,723",""
"08/27/2008","388.35","","306,961","","-987","","977,000","","--","","1,971","","1,519","","46","","0","","0.00","","0","","297","","1,674",""
"08/28/2008","387.98","","304,814","","-2,147","","977,000","","--","","2,019","","987","","50","","0","","0.00","","0","","292","","1,727",""
"08/29/2008","387.65","","302,923","","-1,891","","977,000","","--","","2,046","","1,144","","51","","0","","0.00","","0","","297","","1,749",""
"08/30/2008","387.46","","301,834","","-1,089","","977,000","","--","","1,906","","1,408","","51","","0","","0.00","","0","","296","","1,610",""
"08/31/2008","387.19","","300,287","","-1,547","","977,000","","--","","1,845","","1,120","","55","","0","","0.00","","0","","285","","1,560",""
"09/01/2008","386.88","","298,519","","-1,768","","977,000","","--","","2,010","","1,168","","49","","0","","0.00","","0","","278","","1,732",""
"09/02/2008","386.52","","296,482","","-2,037","","977,000","","--","","2,025","","1,049","","51","","0","","0.00","","0","","281","","1,744",""
"09/03/2008","386.20","","294,672","","-1,810","","977,000","","--","","1,904","","1,041","","50","","0","","0.00","","0","","287","","1,617",""
"09/04/2008","386.06","","293,879","","-793","","977,000","","--","","1,790","","1,452","","62","","0","","0.00","","0","","277","","1,513",""
"09/05/2008","385.80","","292,423","","-1,456","","977,000","","--","","1,905","","1,240","","69","","0","","0.00","","0","","274","","1,631",""
"09/06/2008","385.56","","291,083","","-1,340","","977,000","","--","","1,818","","1,199","","57","","0","","0.00","","0","","283","","1,535",""
"09/07/2008","385.34","","289,854","","-1,229","","977,000","","--","","1,709","","1,135","","46","","0","","0.00","","0","","292","","1,417",""
"09/08/2008","385.17","","288,904","","-950","","977,000","","--","","1,592","","1,159","","46","","0","","0.00","","0","","276","","1,316",""
"09/09/2008","384.93","","287,569","","-1,335","","977,000","","--","","1,653","","1,019","","39","","0","","0.00","","0","","262","","1,391",""
"09/10/2008","384.72","","286,411","","-1,158","","977,000","","--","","1,653","","1,106","","37","","0","","0.00","","0","","258","","1,395",""
"09/11/2008","384.50","","285,199","","-1,212","","977,000","","--","","1,617","","1,035","","29","","0","","0.00","","0","","264","","1,353",""
"09/12/2008","384.37","","284,482","","-717","","977,000","","--","","1,725","","1,395","","31","","0","","0.00","","0","","264","","1,461",""
"09/13/2008","384.32","","284,206","","-276","","977,000","","--","","1,547","","1,444","","36","","0","","0.00","","0","","260","","1,287",""
"09/14/2008","383.99","","282,388","","-1,818","","977,000","","--","","1,806","","914","","25","","0","","0.00","","0","","255","","1,551",""
"09/15/2008","383.87","","281,735","","-653","","977,000","","--","","1,586","","1,284","","27","","0","","0.00","","0","","250","","1,336",""
"09/16/2008","383.75","","281,082","","-653","","977,000","","--","","1,678","","1,380","","31","","172","","0.00","","0","","250","","1,256",""
"09/17/2008","383.45","","279,449","","-1,633","","977,000","","--","","1,602","","810","","31","","0","","0.00","","0","","252","","1,350",""
"09/18/2008","383.22","","278,197","","-1,252","","977,000","","--","","1,774","","1,177","","34","","0","","0.00","","0","","237","","1,537",""
"09/19/2008","383.15","","277,816","","-381","","977,000","","--","","1,762","","1,595","","25","","0","","0.00","","0","","245","","1,517",""
"09/20/2008","383.10","","277,544","","-272","","977,000","","--","","1,392","","1,278","","23","","0","","0.00","","0","","250","","1,142",""
